prepro,encoding
someone can correct me if i m wrong,0
remember when you buy california fruit you are supporting illegal immigration because that is all who pick the fruit,0
i just realised how much ai russian propaganda is on the iernet in the last week or two,0
i think i read a comme like that on a video on youtube and it made me chuckle,0
the one thing the enemy does wa is a motivated and unifed white world wide network that is both rich in money and ideas,0
i thought i was the only one ierested in this the first time i heard about this was in school back in th grade,0
on which faasy island do you li on,0
although to now there is no evidence of an order to kill all jews but see abo and you can see there were orders to exterminate bolsheviks jews commissars etc,0
white people ca just be left alone can they,0
when you get to the site click on dark crimes,0
i just mea in the us generally whether it turns out he s a friend or not my first instinct is always to help one of my own if they re being attacked,0
maybe they will be resettled deliberately as refugees or maybe they will come for the women like the chinese men are doing,1
i see they ha one for,0
im looking for a white power female for talk and to hang out if you would like to hang out or talk pm me i li in austin texaslooking for a wp girl any where near austin,0
we can all put down our torches go home and suck some jew dck just like you,1
there are people that would agree with this essay and then turn around and support gay marriage or abortion not realizing that they too are foot soldiers supporting the cultural marxism that is destroying our ideity,0
not a damned thing she can do about it,0
i hate to be the one to say this but they do sound like a loving family if they said they would dance on your gra simply because of your racially aware views,0
i we combing youtube today looking for more about jt ready and how they are manning up the border,0
we ha simply had enough,0
you can ha your site on odins rage but host your picture and zip files somewhere else like geocitiescom cause odins rage does gi much room,0
police instigating hate crime at toroo home ctv toroo news,0
are you often sometimes jealous of other people and wish to ha their life style en if it mea switching to a differe race,0
israel arrests him i bet lein and co are ry happyall studes looking in see what scum the jews aredetails here wwwnormanfinkelsteincom,1
i bookmarked their website last night,0
email me at ericahoeschelosnet,0
the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers,1
the reality is that the white race is a minority race,0
animated short film starring stormfro members,0
apparely she has taken her suffering and used it to help other white people,0
japan nuclear reactor radioactive steam on video youtube update pm cst,0
workers ha been protesting to end outsourcing at the bloemfoein unirsity since last thursday,0
it was no accide,0
somehow we ll ha our own texas site some day,0
garners major news media atteion for weeks,0
screen wait till the end when the blond girlfriend comes in,0
its a good for crow duck squirell rabbit etecerta,0
see her in other pictures and you will see how she is a typical slavic,0
recely blew away an old computer tower,0
i was up late watching tv and there it was on cnn click on the link video breaking news videos from cnncom,0
i found it to be a huge help in my survivalismprepping work,0
i see a man with a somewhat nordic nose and white not dark hair,0
all this high school talk makes me feel old and im,0
the main free stuff page for this moh is here,0
light skin but dark hair,0
not many films end with a klan victory,0
i poied that out to beliers and i m invariably accused of being called a naziwhowastokillsixmillionjews,0
how is this worthy of a human rights hearing,0
i m sorry i only got this kazoo but welcome aboard just the same,0
they need to feel it on their skin so next time they wo gi my land to the some subhuman muslim dogs,1
police arrest moore street dublin city centre youtube v lyochva wait till the blacks riot and and attack cops i gi a few years and they will be full scale black riots in ireland,1
the only hope for these pups is a good clobbering and reeducation,0
they all smoke like crazy especially the girl with the three stooges haircut,0
i tried to sign up there once they refused to activate my accou,0
my god what were your pares thinking,0
there should be no iegration of immigras with irish culture,1
cat in the hat message is to ha a great time behind mom s back and to then lie to her about it,0
watch out from turkey they ha a little score to settle with you guys,0
this is rattle snake territory,0
black metal fan eyh o the fight against god and christ has begun forer we will remember those that lid under the hammer of our hoards forer is the war against those of the light uill they meet the face of death the cold of death a wier of cold shall come to freese the blood of the christians our crusade has begun and ery step is a stake through christs heart we burn gods children on the bonfire we burn the house of god the age of darkness shall cor the sun the gate of pearls will be crushed and each thorn in his skull ery nail in his body souls born under the mighty throne of death we march our deathskull rally to the land of death and endless plains when the crusaders dangle and the spirit of christ is dead when the moon shines pale and lonely the sounds of a death march will be heard gone were those of gods earth behind a dark cloud the moon so crude and col song is the last note of a gra song,0
oh wait thats what the whites are doing for them kind of like a zoo,1
but what do you say to the ivy who was to become a tree,0
i lost cou of the many sf mods who waed me to lea,0
there s one up now for what used to be a white church that shows two couples whiteasian and whitemexican,0
i ha my card board decorations ready along with thumb tacks,0
i we out with an old friend the other day for a few drinks,0
i will grin and bear it and keep on getting respectable grades,0
hey hey army dirty dirty army hop off your tanks and follow me we are marine corp infary hey hey navy nasty nasty navy get off your ships and follow me we are marine corp infary hey hey air force lazy lazy chair force get off your chairs and follow me we are marine corp infary back in my marine corp came ali first came the color blue to show the world that we are true then came the color red to show the world the blood we shed then came the color gold to show the world that we are bold,0
they fought for their coury and what they belied in,0
black womenon lon transport,1
or the last year i ha increased my personal efforts ten fold i think we are among the last whites with the hope of saving our people,0
year old man just we missing while walking down a rir about miles from me,0
i am going to try and update my site soon i did hower add a chat room,0
i wish you ery success,0
exercise get johnny to pass the football to jimmy during practice,0
i bet this negro is planning for an insanity defense and he may just get it,0
general i think maybe they now starting to ha cold feet as the race who ha feed them will die out,1
i thank that the only one that can tall you what to do is your self and no one els if you see this guy and like his pic make sure he knows you are wp if you are or you like only white men that is the way i see it,0
the child abusing teacher was wendy portillo,0
i like husband in a dece pair of jeans a well fitting shirt and a pair of boots,0
let s order a pizza to be delired where we are and then try to assault the drir no one will know how to catch us,0
he said the documeation showed the victims were se along with seral weeks of food so they were not iended to be killed,0
purchase both a rifle and pistol,0
liked the music by the way,0
on the other hand poi to anything he posted as not to be the absolute truth,0
there is only about black kids in our school and f n spics its my senior year and i really ca stand all this anymore i know there are lots of others on this board that feel the same but i need some support,1
those of you listening to the new edition of the my awakening audio book how do you like it so far,0
can anyone confirm if the nuclear pla has melted down or not i sincerely hope that it has not melted down or has been damaged in a dangerous radio acti cloud spreading way,0
youtube here is the same video on the guy s fb page,0
you hit the nail on the head there,0
uh the thread is about how i am ner going to find a guy because i am way too picky lol,0
i think this would just be a tighter grip the zog would ha on us,1
i m going to carefully study it so hopefully i ll ha some dece input to coribute,0
people in europe ha nothing,0
black guy stabs stude and then slices her throat in fro of plus studes and faculty garners barely a meion in the msm,0
the jews had the romans murder jesus for them by falsely accusing jesus and by turning down a chance to par jesus,1
you ha to listen to him and his wife do little stories in between his ierviews but they are ok phony navy seal of the week adam hubbard jose r gonzalez dk gra,0
this is another case that just hits you in the stomach hard,0
they sound so nai when will they learn that these people do not wa to iergrate just accumulate,1
i been around here for four years and seen almost no class divide,0
maybe some asians will complain because a asian kid is used for the adoption when most asian couries will not adopt out to gays,0
it is nice to see the youth of today uniting you are the future of this mome,0
i know how tatars look like i see them almost ery day on the streets,0
i actually ha to take some law classes for my degree what s cited is that it s impossible to treat all people equally because of their behavior,0
too bad most of the guys he catches are white,0
why would the press be coring this,0
new upcoming documearymovie about arrival of slavic tribe of croats on prese day croatia and get s us through period of medieval croatia,0
you re treading on ry thin ice jimmy,0
welcome to the sf,0
seriously guys it s an indian symbol for good fortune people of walmart people of walmart,0
hey hey now let s not bury this so fast,0
heinrich himmler bundesarchiv berlinzehlendorf june,0
so water is actually heavier than liquefied dinog,0
this is a sad reality it is sad to read some peoples stories makes me know how good i got it and not to take things for graed,0
glad it made news your way the truth must be told but ha you noticed it says it is not a racist attack oh but we all know the story shall it of been some poor black bastard bashed to near death in dublin eh,1
i sure hope you re right,0
your both our enemies plain and simple jews try to destroy us with their immigration and the jew would not be able to get as far as they did if many of them did not look white,1
there was this gay negro i was forced to work with on my first job out of high school here in sunny florida,1
paying for sky sports is nearly as bad,0
no man you got to listen to pass,0
hubble view of eris and dysnomia this is an image of the dwarf planet eris ceer and its satellite dysnomia at o clock position taken with nasa s hubble space telescope on aug,0
we li in a ry mixed neighborhood and my son always gravitates toward the other white kids on the playground,0
true and good poi,0
in order to help increase the booklets downloads it would be great if all stormfroers who had youtube accous could display the following text in the description boxes of their uploaded youtube videos,0
i know some may disagree with me but this man is one of my hero s we need some guys like this or here now,0
personally i think the nordic royalities should marry other nordic or germanic people although i did watch it on tv or do i ha nothing against mary or australians,0
your tread had been mod who knows where mine is closed so we must trespass on the hospitality of the slavic,0
s non whites commit far more crimes against whites each year but its ner considered a hate crime and alot of them ner spend any time in jail,1
thats good i wish there was someone standing for my ierests where i li but as it stands now that is not likely to er happen,0
yeah sad to see people like that,0
i do know birmingham but generally the best places to go for a haircut are up market and more importaly old fashioned hotels,0
we say here that if we wa to be lied to just watch the news,0
i was the child from hell littlehatekitten and my son is one of the most well behad children i ha er seen,0
it is stupid as hell but it happens all the time,0
i wonder if the mex will steal them this year,0
an irish prison is like a luxury hotel where they come and thats en if they get se to prison and thats if they get do flee the coury and thats if they get caught doing the crime so crime does pay in ireland,1
their best songs are rule the world grateful man and rahowa,0
there a joke bnp for me,0
why would anyone ha that for someone not of their own race,0
i just called her and told her next time to sa it and come to me from there we can go to my attorney and see if there is anything we can do to stir the pot,0
its sad when the stupid petitions get filled in weeks like that one to build the death star,0
my gut tells me the perceage of legal minority gun owners is pretty small,0
you should not be surprised i ha swedishfinnish friends asian looks in women is a must so i am not surprised,0
jacketed hollow poi sabot rounds,0
when is that projected to happen,0
lmwaoyou were letting them fish in your pockets,0
the white horse gig was by far the best gig ever by a racial band in ireland and a packed house too,0
funny how they ca send someone to get pics of this so called nazi gang attacking people in the city cere sounds like more hype and nonsense,0
the only species that constaly grabs his crotch in fro of others and was their arms around furiously are monkeys blacks both of the abo need i say more,1
and the weak may lea the folk at a time of their choosing,0
i ca get my head around the big picture of why we are invold,0
i seriously hope you ha been able to orcome that burden and ha gone on to achie your goals,0
i prod that fyromanians are blind people and if i show them picture of beautiful white bulgarian girl and not told them that she is bulgarian they will see at her as a white european which is it instead of calling her tatar or mongol which is not,0
i could gi a course on gun safety so that they do end up like that monkey that shot off his penis,0
you tube you tube you tube you tube you tube im sorry im joking this is so funny,0
you are welcome ross,0
hoodies sweetshirts womens ts mens ts,0
well i looked in amazeme as eryone bought this rubbish,0
so they can get reparations for their great grand pares suffering plus more,1
he should sue for racism,0
ha not e dna testing but looking at the family tree i can see that it s mostly british with some italian and scandinavian thrown in for good measure,0
i got kids babydaddyssomeone s gotta pay for me my kids,0
i feel your pain,0
i did not see any reliable sources that connect leon trotski and lenin to the freemasons,0
but ufc and tuf is rigged and staged,0
just as the bbc begins its campaign to stay in the eu and forer change the racial demographic of the uk and europe forer,0
eu apology for racist prodirsity ad youtube,0
the first is the following,0
anyway i look forward to posting my iws here freely and also look forward to hearing all of yours to,0
what are the major fish and game species of the region,0
im from wilbraham myself i m looking to organize a group in the area anyone who s ierested send me a pm or insta message me on theman lets get in organized,0
thank all you noble racialists,0
just stop pulling our legs please,0
it is a great idea to organize our political action in this manner,0
i prefer classical music and marching band works particularly the kind of score that was written for marching band not some pop song transcribed to be played by instrumes,0
show them william pierce videos and tell them they are out of any inheritance if they become race traitors,0
i been following the es in ukraine and ha noticed some troops using the sks,0
that s all i er see on the morning news,0
i welcome you to sf and hope you make many friends here,0
fags are a big problem they are recruiting our kids in the schools that we pay for,1
if you wa a good iro on how to take on aiwhites check out beefcake s bootcamp,0
i ha had any first hand knowledge of guns for nearly two decades,0
melinda allen s mother discored the bodies of her daughter and grandson at the family s home at maple a police mother son stabbed cut to death news story wtov steubenville video update w v murder suspect dead in susq,0
no bob i saw it odd years ago on a animal rights stall in lon it stuck in my mind,0
what do those pictures ha to do with framers of the us constitution including george washington james madison and benjamin franklin being nonjewish freemasons,0
i do see it,0
i li near lon on,0
i do know if afroca s do slather their skin seral times a day with cocoa butter lotion it takes on a definite crocodilian appearance,1
does anyone else find it does difficult to find a white canadian woman to date who is not looney lefty,0
weissersturmwhy u wa to kick greeks u ha too much nationalistic minds then why u li in usa,0
nope prisoner means that you beli in wp and try to dress as much like one but cannot due to pares or your job,0
the poi is not the throne itself but the reason for it and what it represes to the apes fighting and tramping for it,1
a nice kick to the nuts will always work i find it a dirty mo to kick another man in the knackers but after all a black does equate to the same standard,1
you mean half slavic ra and half illyrianceltic ia rb with germanic influx i,0
and changing a word or phrase to something that seems less confroational does nothing to help those of us that are victims of aiwhites,0
youtube black mugger seenced to years in prison for hate crimes against elderly women youtube cop s mace vs black guy s kung fu youtube african american man sprays semen on white woman in supermarket youtube white guy beaten nearly to death by blacks for dating a black woman no hate crime there youtube broadcast yourself,0
at the mome the situation is dire,0
if its a non white they cor it up,0
zionists wa to maiain the racial dirsity in the west,0
remember there will be a delay in your potst appearing uil you reach unmoderated status,0
good news especially that of the gospel as god spel good tidings one who carries the gospel news an evangelist evangel archaic any one of the four gospels gk euaggelion the gospel eu well aggellos a messenger,0
my family and i are waing to come out and look around a little more,0
im not too sure how the strawbale house would do during the harsh new england wier weather,0
you will lo this wwwlinkedincompubwayneweber got out of the air force and we straight to the head of hk wow,0
yes muslims do breed like rmin i belie that s part of their ieion to breed out other races in order to make themsels the majority,1
being a cop will quickly open your eyes to the joys of dirsity,0
i do ha a few copies of seral of the languages around the house if anyone is ierested pm me for details,0
can you imagine the hell this young girl we through and for how long,0
i think that s rather extreme,0
nonwhites are looking out for their own ierests race traitors are an enemy by choice and choose to unite with enemies and not whites,0
does sound like i m missing much anyway,0
cossack there are no russians with hook nose and dark hair in russia except for the jews,0
but you must know that caucasians is not like blacks they just animals and subhumans,1
the most common definition of racist is someone with white skin,0
i do go line dancing but i listen to coury and wa to li on a ranch or farm,0
that justifies a zerotolerance policy,0
i ha no use for the nba or any self importa black celebrities,0
we all wa the females that are smart and look like top model but impora is to ask oursels do we deser,0
construction workers react to wrecking ball youtube,0
i ner came to this sight trying to create a disturbance,0
voice of sanity speaking at last on sf,0
pick a few you ll see what i mean,0
my advice pri out a few good articles,0
yeah seems negroes are too stupid or too arroga to use an existing thread so we see a new we be eguptshuns an sheet ery week or so,1
i saw a few video tests of them somewhere,0
i had no luck driving,0
how could you begin to tell people that all this multi cultural stuff is wrong without being hated on by our fellow people,0
and to all you hudeksem you know i m pulling your dicks,0
it is ry hard for arage whites to see their own disenfranchiseme let alone realize that it is planned,0
but a healthy male can not get away with shooting a person in public because he gets shod or thinks hes going to get punched,0
i understand that we are all proud people with ry well defined beliefs but fighting amongst each other is really couerproducti,0
lol this reminds of that story of the guy who ordosedkilled himself while on his digital camera in a chatroom while eryone was cheering him on,0
and i thought this was slavic thread let s coinue about slavic couries and heritage it s not all about dispute between greece and repmaceia no offence,0
they do alot of demonstrations against immigration and for the confederate flag and are against ierracial stuff,0
i ha dark redbrown hair but once i dyed my hair black and it looked odd,0
i wa people to be shocked about minority takeor and to react by building community with whites where they were chicken to before and to ha white kids,0
our youth are our future indeed just as hitler s youth ours must be addressed early to the doctrines in order to secure a foundameal inhere belief system which corressponds within a timely manner enabling them and thier thought processes to formulate and adjust to rudimeary belief functions incorporating all thier sensesthey must become keenly aware of social agendas and political ramifications of action vs inaction as it pertains to strategical logistics of a growing super power,0
i am disgusted by the amou of white hate and brown lo that teachers try to pump io my year olds head,1
france has been gone for a long time we will ha to retake it later because there will be no french people in not too long,1
its made to make fun out of nazi s showing that only small children belief fairy tales of hitler,0
i read a web site not too long ago called the tfporg,0
any religion that is forced is against freewill gin by god,0
actually it is kind of funny because if the black guy sees me staring at them he will try to stare me down,0
heard about this a while back,0
what a busy week of media work getting out the story of canada customs thought police and harassme cafe you tube paul fromm on censorship in canada youtube cohost stormfront radio twice cohost the trump phenomenon twice on republic broadcasting ierviewed on jamie kelso s the american freedom party show red ice radio discussing the arthur topham hate law trial rirphp the bran martinez show youtubewkfekhrqk one hour ierview on voters echo television show voters echo paul fromm s take on freedom of speech and the charter of rights february youtube and of course on my nightly radio show on whiteresistanceradiocom,0
i gone to public school all my life and ha been force fed this crap since th grade,1
that s the only beach i er been to and then again i only been or so times the first time i we i saw skins two being guys and one had a panzerfaust shirt on and the other had a big swazi on his lower back and it did seem like he was getting for it in public then i saw a few other s on later trip s you re not alone comrade,0
this person needs to disappear,0
does anyone else ha trouble keeping their life free from foreign influence,0
on the basis of this argume the haitians had to defend themsels from the french who were raping the island of haiti to death,0
policeand spca officials found or carcasses of pigs on national council of province s chairperson thandi modise s potchefstroom farm and the remaining resorted to eating the dead bodies and drinking their own urine to survi,0
when er i lea the house i wear one of these s type fedoras i ha quite a few,0
i think erything should be e to preser the great apes,0
i work dowown moreal but li off the island out in the coury,0
my advice is keep with it it s better to know it and ner ha to use it then to need to use it and not know it,0
i ha a few things to reply to,0
i say it is better to be ry strict with your kid and homeshcool if possible than not to and hope for the best,0
lets hope the nearly allwhite gold medal us women s soccer team gets io the spirit too,0
sqwincher sports drink isotonic berage sqwincher mixes with water also it is usually found at workwear or welding shops and is aimed at the construction market instead of athletes,0
do you ha any figures on this,0
taurus judge buckshot ammo test federal handgun vs buck in ballistic gel youtube barrel pretty destating,0
on other hand armenians is nearly armenian so if indeed all of nonwhite ones are assimilated gypsies kurds assyrians etc well then armenians cannot be called white nation then can they,0
lol i do know i just saw somewhere that franklin was a forbidden name thanx i try to search on google,0
hey he says he was to conquer the world not stay home and eat cookies he s obviously got balls to post a picture like that more power to him,0
perhaps four or fi perce of all humans are driving the progress of our civilization the rest are supporting that civilization so that the bright ones can do their work,0
thanks for your reponse,0
there is not a show on tv that is a propaganda hicle for the agenda white genocide,0
victim judy burstein had met the singer michoel streicher at his performances fi years ago in rockland couy brooklyn and lakewood nj,0
they probably slowly remo discipline do whater they can to make the schools worse and worse,1
here is possibly the best couy to li in when one considers the mud index,1
anyone who s been to newark knows that it s pretty much a third world coury,0
mrs b s ai gay messages are so importa,0
ps poster abo me is just a damn unsuccessful troll,0
youtube xa unruly teens wrecking a dunkin donuts at christopher street in manhattan xc rlm,0
are the feds afraid of the tiny handful of citizens who own them,0
how many are there,0
you now ha a new friend from pembroke pines florida,0
it really warms me that more klan members are coming to stormfro,0
well i ha a few hundred bookmarked but here s a few that i looked at more than once or twice this website has free curriculum and good advice happy learning,0
anybody else notice we ha a lot of asians showing up here lately all waing to share their thoughts,0
like cats for example,0
i se in my application a few days ago and was curious,0
again i can only offer what i ha read,0
if all of this was true you would not be beaten in ery battle in i ii balkan war and in wwi by us,0
we are in the kali yuga,0
an arage modern greek without special education can understand of the original text of the new testame written in hellenistic greek approximately two thousand years ago,0
year mohs later lbs,0
the jew in the video which i posted speaks mostly in english,0
it s nice to see other people here in this section that lean towards the old pagan beliefs too,0
in seral of your posts you managed to show us that you re not a white nationalist a white nationalist looks out for each others,0
its disgusting how a person color of skin determines whether or not you should gi them training to become a doctor to sa lis thats racist,0
i notice it does say if the kids were jews or not,0
my spanish teacher told us hispanic just means spanish speaking and she is white so i do know why she would lie about it,0
pakkis is common slang nickname for arabs in general with a original link to pakistani immigras,0
hey i just waed to see how many true white weman are around on these forums from long island or en new york since most white chicks here are lors,0
strange more people ca see the problem,0
most whites there are so tan that their skin looks like a person from india i do think of myself as anything but white too,0
it is for th through th grade,0
if anyone was to watch sports whether white or nonwhite let them,0
you can grow fruit there,0
i do think we would get their,0
got to laugh at how he is saying about how forward thinking and how much egyptians lo democracy when they are about to hand power to a bunch of hard line islamic fundamealists who are more backward and worse than the last mob you could make it up,1
what else can i do,0
help pass out the na love your race flyers that will be a big help,0
yes and i would spend my life in jail to be rid of this bastard but hope reigns supreme that someone else gets him,0
then it back to getting the gun and shooting,0
when the populations are not seperated racial mixing occurs and that is genocide,1
i had a chance to go visit chepstow castle last time i was in the area,0
the scene is anchored right and left by two bright stars mu and eta geminorum at the foot of the celestial twin while the jellyfish nebula is the brighter arcing ridge of emission with dangling teacles below and right of ceer,0
if you click the video the video commes are full of selfhating whites youtube baka rainforest people yodellers,0
oh that s just great,0
happy birthday brother and many happy returns,0
he dissappeared somewhere and i thought nothing of it,0
in another rsion hardcopy photocopy from a it read power position and privilege and now it reads power presence and privilege,0
my gym teacher told a lebanese kid that was screwing around during class to go back to his own poor ass coury if he was to screw around,0
is there any on here old enough to remember white canada,0
ha i was just on there stopped reading it to come on here and this was the first thing i saw,0
a genius are you,0
hungarian academy of sciences semmelweis unirsity institute of forensic medicine budapest hungary email bujgyoigazsotehu hey look it en has same year as csabi s hungarian music popularity in romania except in my case it has exact source specified with documeation and coact material and is not e by some sensationalist newspaper but by hungarian unirsities,0
you think outside the sheep box in this mome then the usual suspects will hound you down uill you get back in line sad but true,0
situation in switzerland is terrible blacks and muslims are erywhere we were a great coury with a great people but all these monkeys are transforming switzerland in a zoo where law is not respected,1
if there is a non white in town eryone knows about it,0
ner know they could find you or me or anyone else undesirable in their eyes,0
thanks erybody for your input,0
tens of millions for africa drought victims a m emergency aid package has been put together to help millions of drought victims in the horn of africa the gornme has announced,0
but a lot of the whites mod out to essex and ke,0
there are lots of brown and black kids in the system gays could adopt,1
open a new shop somewhere get my son more ierested in education he hates school help mor ein my community try to whiten things up,1
i am a year old single white male in northern virginia,0
neither an attack on his nose which i ca distinguish from my own btw,0
from canada brought in or immigras timess times in years,0
man accused of murder back in court wetm online erin jade smith obituary view erin smith s obituary by stargazette assumed deceased danielle brownfl,0
it was great reading all your input,0
odium sweden oi this is one my favourites,0
it figures that the leftist mob that the media supports created all the violence,0
i ca wait i been waing something to say to these wiggers but i can ner find the right words,0
an article i wrote about sources of home schooling materials,0
justin trudeau is an embarrassme to canada youtube,0
i expect nobody disagrees,0
thor soderberg was shot and killed at st and racine,0
the only older person i know who i can act racist around is my friend s mom,0
with those who re sincere and genuine racial nationalists that s usually the best,0
how come erybody was to change their names all of a sudden,0
he is just telling the truth as usual the filthy jews need to clamp down as soon as possible,1
has anyone er asked them about it,0
i hope that all the security personnel and hangerson who i saw chasing girls in the voodoo lounge the other day do tell all their friends back in the bronx about latvia as a holiday destination,0
i do see how people can ignore this issue much longer,0
those winchester defense loads look nasty,0
i think it is january th or th not the same as us,0
that stat has been sourced on here many many times before see post abo sourced yet again,0
how you going to get out this time,0
welcome to sf britain great white brit i must say the influx of new members so far this moh is ry good news,0
the juden ner stop with the race mixing yet they do wa it for themsels,1
dumb goyim are a good renue source,0
slidesong bob rirs comedy corp the twel pains of christmas youtube do miss the th day of christmas at around,0
i lo that video so much,0
he is the kind of aiwhite that will whine about aiwhite racism instead of just calling them aiwhite,0
this is precisely why i do watch his videos,0
it really would surprise me if years marked a big change in attitudes as well as demographics,0
this past long weekend aug th my buddy and i trailered his boat to the desert town of osoyoos british columbia,0
i can tell you right now if a black mob is threatening my life and burning my town i m going to start shooting,1
this is your only choice white man,0
i would just like to express how sick and tired i am of biracial halfbreeds kids at school boasting about their unique heritages,1
all i see are smiths revolr smiths then machinists who cut crown thread barrels,0
for a book on algebraic word problems look at thurman peterson s iermediate algebra for college studes revised edition,0
you did build that,0
i already tell my friends here all about you,0
do a search on kissing pranks on youtube,0
black males are put on pedestal by the media white women lo them sports heroes rappers with all the bling,0
good choice in the xd,0
the older i get in my mid s now the more i appreciate straight forward simple language that gets to the poi,0
and thanks to a great mother her son will grow up to be a proud white man btw is that the famous cat from hell,0
do s and don ts when stopped by police and carrying a firearm video by ste straub january do s and do s when stopped by police and carrying a firearm video the federalist papers,0
it is importa for people to realize that gays wa gay marriage not because they desire some sort of gornme paperwork but because they are seeking the right to adopt defenseless children,1
you realize you are not going to be convincing any loyal board members to the terrific joys of dirsity and the cultural enrichme that say the somali muslim refugees are bringing to white communities,0
also after sticking them on you can coat them in a flourwater mixture like they use for large posters and it dries see through and is damn near impossible to remo later,0
at and of the link they discuss moscow rules smiley s people part bbc spy tv series youtube with our own civilians in ple s supporting us en in little ways such as providing cut outs and safe houses putting out propaganda will be much easier,0
this is a board for mature people who are free to join or leareturn at any mome,0
i am in orlando and i am also searching for people who are proud of their heritage email if you are irested in talking,0
hey how ya doin my buddy showed me this place last night and i been checkin it out im getting ready to mo to alabama later this moh if i can get my yahoo to connect ill send ya a message might half to log io chat thow,0
at the restura the pres of hamms orders a hamms the pres of schlitz orders a schlitz the pres of budweiser orders a bud and the pres of guiness orders a cup of tea,0
liberals change the facts to fit their deluded narrati iellige people change the narrati to fit the facts,1
negros are so dumb,1
been lurking around for far too long and felt it was high time i got my bum signed up in the hope of finding other acti and like minded folk close to home,0
it failed due to lack of funding,0
this is got to be one of the few places in the world where you can dri hours and go from rain forests to desert,0
if it helps you feel better i got accepted io the following schools ucla uci ucsb usd pepperdine oregon state usc f ck ivy league,0
my last post here if you do post in maceian thread,0
the word nationalism to this day does ha a watertight definition hower this is what i think it should mean in this coext white nationalism is the belief that the white race must obtain a coury for only members of their race to reside in for the purpose of preserving their race s existence as a biological category and as well as their races culture,0
the great northwest oktoberfest whitefish mt join us in beautiful whitefish moana for two weekends of autheic german beer food music and fun moanastyle,0
ery hispanic i ha known is terrified of dogs and do like cats either,0
little did the perpetrators know that i actually lid in the same block and got a surprise when i knocked on their door and the guy who answered got a full bucket of water in the face followed by the bucket itself,0
definitely going to stock up on certain melee weapons for the future,0
lod ones stood together at chemung couy court to watch year old arteamus wells appear before judge james hayden,0
the homosexual outcasts of the nation quietly mod io san francisco s castro district and the families who lid there said what is happening here eually a few conscious whites noticed and said this is what is happening and at last at last it s time to wake the sleepers,0
stormfro should try to create a larger protest in defense of ed steele,0
well that s ry good for you here in europe that s basically a dream,0
you do not ha to wait for this law to pass since already you would be expelled from your school for doing the abo under some sort of hostile school environme clause as you would at most places of work,0
it was really that dangerous perse just stinky and dumb with the poor white kids the outcasts which made some of them hooligans and crazy,1
i wonder why he is not on their list he hates jews,0
greece and serbia against all hd p youtube thank you brother greeks,0
welcome here we promote white unity british occupation of nireland is another issue we cannot succeed if we promote hate against other whites that is a fundameal tenet of white nationalism just something to think about,0
i agree we need groups like this in most white nations to protect our own against attack by hostile ethnic groups who lets face it do like white people,0
ery ethnic ukrainian i ha er met was white,0
when there ha many children,0
nearly erything if not all acts that the liberals carry out damage this nation and our people,1
more negro savagery youtube detroit black males murder pregna white woman,1
i knew if i waited long enough my unirsity would eually endorse this crap,0
mormons generally affirm as do orthodox christians that the death of jesus christ made the offering of sacrifices and in particular animalblood sacrifices obsolete,0
there are extremely few genetic markers that are restricted to only specific area let alone specific nation,0
wow she is beautiful and a wn i like her seig heil salute we need more women like this she is ry beautiful indeed,0
lemme know if you are from ohio and maybe we could meet up and chat,0
taken together the dark regions suggest to many the shape of a running man,0
i was just about to post a similar thread,0
i would lo to visist ireland and eually mo there,0
i refused to swer my truck away they scattered like a troop of baboons being charged by a lion,1
i guess it s time for a new update,0
that s about the same as saying the sky is blue or the grass is green,0
voice my opinions without riding the coat tails of others,0
yeah i saw that news segme about the mixed race couple who lost their home because of the mudslide,1
look at it this way most gothsemospunks are white,0
my lady was dressed as scarlett o hara,0
i think that white women who cannot find a suitable white partner for whater reason should not delay childbearing but should go to a sperm bank and start having white kids,0
this way they can come or here dragging their knuckles to fling their feces at us and call us racists,0
i been out all day today and i ha seen a single one of em,0
according to the russian census there are only some tens of thousands of chinese in russia but it is thought that groups like the chinese avoided inclusion in the census,0
it s a good read and tells the truth,0
i once knew a half berber half sicilian with straight blonde hair and green eyes there was nothing negroid about him at all,0
number two i disagree with your definition of white nationalism because it is confusing,0
what else is new,0
this is part four of a fi part series of videos on the german minority in upper silesia,0
the eire system of classes are a marxist inion the judeobolsheviks are using this to divide our society in other words divide et impera,1
you can ha chickens in your back yard here in town in kalispell,0
too many white youth ha grown fat and lazy,0
do you not think all the talk about russians should be put on a thread of that theme,0
to found a white community you must be in charge of all the elemes that make up a community,0
i we to columbia,0
hiya i m new here and sick of watching my coury become infected with the disease of multiculturalism,1
i en thought of showing up to their paper sell outside of heathway train station on the following saturday,0
bloody hell kondor rnu this is excelle mate,0
i ha a feeling though that propaganda photos like these will ha the rerse of the desired effect,0
before i became a christian when i was a big fan of heavy metal i liked old lead singer of gathering old female singer of tristania my favorite s pop was all pretty good too cyndi lauper sanda kim wilde,0
the nra may no longer exist,0
gotta ha the green grass and trees,0
so how do they pass on their kosher values to their kids despite sending them to public shools,0
i ll pm you a chapter from the hitler youth handbook,0
ner surrender and fight till the death to defend your coury is the most honorable thing ery white nationalist should do,0
looks like they are calling a unit home with the express purpose of supressing a rebellion,0
were in chicago u li,0
