prepro,encoding
arundhati your name is ranga billa kung fu kutta these matches your character,2
so much lo from nepal bro,0
stupid lady all armies which allow gandus ha a strict don t ask don t tell policy now an able bodied male gandu can join indian army by just going through the recruitme process there is no need to openly declare i m a gandu this is the procedure followed in all armies which allow gandus,0
and i thought i was a big kabir singh fan,0
i like it youtu be apmcd l wne,0
arundathi roy the greatest hippocrat,0
i lod both the movies arjun reddy and kabir singh and i really liked your review the simplicity with which you explained is commendable also i lod your chernobyl review watched the show after watching your review the show was amazing i couldn t sleep after watching first episodes binge watched it keep up the good work,0
movie is just a director s individual story and view liberals or conservatis both bad nice movie shahid acting best best director but t be drug addict alcoholic and anger watch movie but t follow it,0
what a disgrace its not moving anything forward just the opposite its a regression homosexual lifestyle is the most destructi and unhealthy lifestyle according to world health organization and is a sign of moral decay in that society just like the roman empire it is a degrading lifestyle god had it right a man is for woman and woman for man this lifestyle degrades manhood and womanhood of the individual,0
seems they just paid iellectuals their only moto is destruction and breaking of india gornme should out such people behind bars no mercy,2
kapoor hello daisy kapoor,0
i t en know why people hate him,0
kabir singh director after watching this review will take morphin thats for sure,1
oneitis that s what had with that girl in the movie dumb as fuck,0
the people who ha disliked the video they are the so called feminist and left liberals,1
indian patriot girl swara bhaskar,0
i was waiting for this review by u,0
also kabir gaandu was an alcohol and drug abuser and then within one day he became completely sober bhai how can u cut off your addiction in one day,0
plz talk on movie plz talk on story script craft acting boring review plz talk on movie,1
a big salute to jahangir vai,0
thanks my dear friend,0
when she arundhati say these absurdly to name your self as kung fu kutta the shameless du studes are clapping and cheering,0
sahid kapoor has e good by doing this movie society needs to be changed,0
good one pratik most critics really know how to ruin movies which we enjoyed so much,1
hero of india who did great job if this kind of incides repeat two or three then all women s should get scare to file false dowry cases,0
why the hell liberals and feminists ha problem yaar hadd hai,1
very ry ry bad,1
gi the review of third class feminist web series or movies four more shots lust stories erey di masterbeting,0
i lo u jhuma,0
same repeatiti story erytime by bollywood only actor and actress are differe and item song is always there in most of the movies bollywood is totally bullshit crime patrol is much much better than bollywood,0
what rubbish yrrr you cannot hurt another for the happiness of those who are doing,1
you should review joker,0
im a gay boy im in lgbtq im proud my self,0
smelly lady is she a men he i doubt,1
as usual great video,0
arrest arudhuti roy for treason prosecute and execute this woman the west allows execution as the punishme for treason,2
the looney tune like arundhati should be se to a meal hospital,0
send the imported echo chambers to jails for being ai national,0
main your language feroj alam,0
this new visual format with one propone and one oppone on the screen at any time and lower decibels is a significa improme or the old one where eryone was shown and talked at once if this was a deliberate design change it is much appreciated as i coinue to watch i think i might ha spoken too soon,0
and dear u look really smart,0
www youtube com watch v n zmfqmzos t m s to www youtube com watch v n zmfqmzos t m s datz my personal experience finally quit on that college ka narcissistic friend,1
i lo ur reviews but i feel u r biased about its has many things ehich r unacceptable though u han t highlighted it sir,1
shwetabh needs to sleep,0
what rubbish episode ruscl,1
dialogue was ry best this girl,0
absolutely lod your review,0
a kutthi cannot think anything other than a kuttha,0
arundhati r is a criminal but now the bjp guv ha gin them their ramban in the form of caa a no brainier can dig out what is there in caa,0
singh but timing matters bro cool,0
hv not watched kabir singh but i watched arjun reddy i liked it,0
movie become bluckbuster cr this is tight slapped to fake fimnist and librels specially to fat guy hahahaha,2
feminists dislike this video,0
goswami haha true that,0
nice t shirt sir,0
this video should be in trending,0
i really like dt small sence where kabir is telling priti chunni thik karo dn she is doing v nicely and going,0
there is not one line in this video that i t aggressily agree with lots of praise,0
problem is as you always say films are taken so seriously,0
and yet the first few minutes of the video are dedicated to hate commes such sick meality still stuck in medieval times get some education,2
well e i am inspired you cinebap www youtube com results search query cinebap,0
arundathi roy wa violence,0
www youtube com watch v n zmfqmzos t m s that s today s girl mind,0
your judgme is right,0
yes it s not nature s fault it s our own fault or desire to become gay or lesbian,0
nrc at prese only applies to assam npr not stared or not completed,0
do a review of joker and effect of meal health due to degrading social structure,0
you r the best in the world,0
don t time waste for feminist nothing use,1
neha gupta ur are a crook if there are no evidence den how u can file a false compai,1
is she ill with cancer her hair looks like that of medussa please we need perseus to do needful here too,0
sooooo you are not a lesbian right,0
bro you need to see some valuable coe like tamasha rockstar rockon nd many more,0
fuck you pratik on your face,2
very well said brother,0
sir can you review about super one of the best movie,0
ajay kumar gupta thank you,0
nice t shirt man,0
i hate ranu mandal,2
if i were definitely because none other than him lo my sister with depth of heart,0
urban naxals this is correct word,0
same thing was in my mind that he sees girl for first time and he started loving him then how come it is a differe movie,0
you did talk too much brother about liberals n you sounded like extremist but i agree about the movie i lod that movie,1
once again off the mark its not necessary to look at erything from a feminist or libtard viewpoi grow up call a spade a spade what the makers are trying to do as films mostly do is glorify violence sex and crime they wa to shock you and awe you the lead actor is performing obscene and irresponsible actions you might just enjoy the ride but such movies impact the juenile mind adrsely the innumerable rapes and acid attacks happen to women by such committed lors no,2
she would be brooding with boys or the border,1
and i th i was the only one,0
stfu and hide in your burkha,1
republic feedings fake news,0
right right mere bhai i m trying to explain to all the feminists that it s just a movie not to take seriously they are the one who are bashing the film stupid people just t get it,2
i am not a feminist but i hate this movie aur ha gadhe no one opposing lo between them the approach by the guy was wrong if anyone come to me and try to claim that i am his for me it would be like bully i would slap him complain about him and yes if actress of this movie would do sluty things i would not appro of that wrong is wrong either by man or woman i also do not support movie like pink where women drinks do drugs and willingly go with men in hotel but if later something wrong happens with them they say no means no i also do not support your video it s a third class attempt to sa a third class movie and also if anyone gis review on my body in fro of whole fucking class then i would beat the hell out of that man you are defending that man who is literally running after woman to beat her that man needs medication how the hell he is en working at any hospital why didn t he got suspended from medical college uske father ki place hai kya ki wo kuch bhi karsakta hai,2
lo you shwetabh please make a video on shadi mein jaror aana movie too and gi your views on that movie also,0
i wonder how people watch bollywood shit man it is so bad that i can t express in words zero character zero iellectually zero storytelling zero logic zero physics full garbage,1
vedio starts at www youtube com watch v n zmfqmzos t m s,0
i am a bengali i understand some hindi any way to add english subtitles,0
very much so that you will be able song himself in my dear friends media,0
who s ranu mandal we t know her,1
today u ha lost one of ur great fan i am sure u wo care as u ha too many people following u u r a brillia movie reviewer except u ha a hatred feeling towards my community which i felt in many of ur reviewer we li in same coury like brothers plz do not creat differences between us be neutral afzal hafiz kasab are terroristthere is no doubt at the same time admit pragya too belongs to same group u people ha made a terrorist sitting in parliame very shameful,2
y u r afraid of hindu muslims it s a truth how far u il run from this truth a true educated people will look io matter not hide it islam is threat to humanity sooner we realise better it would be for world,0
mr aindra chakraborty is god for ranu mondal,0
i am agree with you,0
likes for you boss,0
kabir is just the remastered rsion of s typical indian romaic movies,0
when will this woman not be allowed inside india,0
thats what she arundhati thinks about her followers that they are kuttas who follow her with sticking there toung outside there mouth unfortunately her followers do it proudly,1
nice yar i lo you i kis you i kis you i kis you i kis you i kis miya khalifa,0
mujhe aaj pata chala itni faltugiri karte hai liberals feminists and ye more shots itni bakwas hai like seriously as a girl kitna bura laga mujhe ye sunke how the can show such things like all protagonists are girls but this is not at all what we will like if happens it s so cringy it s simply so wrong how can they take such things so casually i wonder who watches that,1
ry ry ry nice,0
why are we not putting her in jail now,0
omg gay people not cruel as this movie gay people full of lo gay people ner hate women they just ha no ierest to ha a sex with women not hate or murder,0
make a dio about tik tok chutiyapa like if u agree plez brdr,0
movie dekhne chatiho ya real life life its just an eertainme nothing else i guess its problem for those who don t take it as e character,1
such a bad video it s a shame no one will do that people who are ignora will get mislead,1
she should be arrested man as simple as that if i ha the power i will throw her out of my coury people like this are virus to any nation they will not let the nation strong and united they are the type leaders li with the moto divide and rule,2
i am lesbian n m proud on my self becoz my family los me so much,0
hdhr becoming lesbian isn t their choice it s orieation so you can t blame anyone xd,0
this bjp govt seems lame when it comes to taking action against leftist libtards like a roy its time to take strong action against deshdrohi like her,2
arundhata roy uneducated brute kungufu kutta,0
she should be in jail for instigating the people she is dangerous,0
abey chomu ayushman plays the same middle class guy in fucking ery comedy film set in small town and that too same acting maybe you are ugly af that s why you like ugly looking actors,0
modi clearly declared every child can listen citizen of india are all one owaisi and rahul creating on purpose and arranging thse kind of dogs to come on tv all are paid,2
i m sure no one likes the movie or the story but the only thing is his acting,0
too good video best of luck,0
why rajdeep can t criticism in arundhuti roy media ka dogalpan paid media,2
actually they are fake person on fake ideology,0
such people are the other look of the liberal to hide their millions and appear savior of the masses,0
brawleryou are such a useless asshole respecting ery gender is something which eryone should follow but people like you are virus,2
perfect dude but i like your t shirt first,0
yeah seriously it s totally wrong,1
first time i lo ur video nd thought well said,0
till now i was appreciating this movie but now after watching this video i think that the movie was shit it was a fucking bad storyline thanx shwetabh for this video also tou are right that new actors like ayushmaan khurana are much better than these fucking bad ones,0
i t care if my son or daughter is gay it would be difficult for me to understand him but i ll manage also if i get bisexual wife then i ll be glad she won t mind threesome,0
one of the great teacher for all new generation thank u mensutra if you like him then like or comme,0
time has come for total economic boycott of muslims t buy from them either goods or services there duality of thoughts and actions should not be orlooked anymore,2
kabir is waste of time better watch article,0
india should ha the balls to crush guys like these and owaisi learn from xi jinping,0
i lo ur t shirt,0
exactly take the case of movie darr where the anatgonist obsessed with the heroine hit her assault her stalk her en than the affection goes with the shahrukh at the climax tab feminism feminism nahi tha,1
hahaha aap sun rahe ho khud ko at www youtube com watch v j j sssp yq t m s the lead character is definitely a fuckboy of some progressi modern girls though he los the lead girl but ready to fuck others just to cool down his lust so you are also supporting the same ideology just with a male character great,2
rajdeep it is easy to say something but you should understand the gravity of issuse like this,1
india mein jab tak cinema hai log chutiya banna pasand karte rahenge,0
arundhati roy is a real fiction heroine with no base,0
en tom and jerry had complex personalities than preeti,0
totally agreed fuck the liberals,2
u r gi great review of all movies,0
dangal is the only movie which gis us a message that commitme and hardwork will bring us glory very inspirational movie,0
arundhati is a crazy pseudo iellectual living in west on their funds she is just publicity hungry,0
you seem more masculine than in this video,0
imagine a doctor sad your life and then you praise your imaginary friend you call god think how insane it is those who do this i suggest to them from now on whener you took a disease you should only rely on thoughts and prayers no need for medicines and sciene god is great he ll definitely help you without any human ierion in scieific ways,0
bastardized arundhati s shop shut down so in frustration she is burbling nonsense,2
i always follow this man s review,0
she should be jailed under the law and what she is talking is totally lunatic and idiotic and totally planned speech arrest her or deport this devil,0
after watching your video only lo work thanks a lot sir,0
unsubscribed you today had no idea you lo abusi behavior towards women that much i feel sad for your wife if you ha a daughter god knows how you treat her,2
traitors also those who listen to her n clap on her,0
please sir action lo,0
you are wasting your time while talking about such a poisonous women who thinks she is abo from the unirse what a nonsense women she is she is living in this coury try to destroy this couries institution making a fun of people s mandate,2
homusexial is angai the our nature so nature so the result of that thing is negati,0
congrats swetabh for lakhs thousands subscribers,0
cena i m your biggest fan oh sorry you re fake,0
they ha no right to li,1
arrey yaar his professio al life is gone suspended so en after yrs no big hospital would hire him is that of no consequence his was lucky to be ali after messing up his health his family kicks him out no consequences,0
we need men to protect us not dick licking idiots in army,0
ca u discuss with some neutral journalist rajdeep definitely has agenda n u know which one,1
ranga billa was cruel same thing is happening in coury on mass lel,0
the girl s part is best in the end,0
well she is definitely angrezi kutta,2
street fight if you wa to learn how to debate can hear this,0
are you going to be more polite by making these videos,0
this is not r boy s,0
been stupid roy can create rokus or her remarks if she is not importa than why gi so much importance i think this is all about trp so tv can sell stories,0
way to go i salute you the indian republic and so called democracy cannot gi justice to men they wa to pamper women and make men slas this is the only answer let women get a taste of suffering,0
finally someone felt the same as i felt when i saw this film,0
nobody is lesbian or gay it is just your thinking after all,0
bhai i would like to see your review on tashka files it s ry good research based movie,0
we need more jehangir s or else govt will not make a bailable,0
oh sure it has exposed india farce secularism and democracy you say snakes it has actually exposed to the world the monstrous fascist of india you know now who they are world in finding out how hateful and decepti and extremist and full of lies this india regime and its supporters are,0
all of them are available for free on youtube and it is a shame that indians are uploading it on youtube rather than asking eryone to watch tumbbad on amazon prime,0
thanks for making this,0
bro see sohum shah s tumbbad ship of thesus and a short film called new borns it is your type of movies and it is extremely underrated because no one really we to watch these films as indians ner support good cinema these films t ha item songs sohum shah is ry underrated,0
kasturi has ry deep impact of christian religion in her life merry christmas peace will be on earth when you will be quite,0
hi bro i m from assam guwahati i lo this your video,0
i wa to fuck ranu,2
this guy doesn t en know meaning of liberal and fiminism,1
punishme should be equal for both genders true equality,0
i am always against feminism i only watch one epi of more shots its nut and only produce sex hg else i m not against sex but the way represeed i just hate well u did more r and d on this anyway good hehe,2
this idiot doesn t en know the meaning of feminism first look at his t shirt that he s wearing this moron talks about feminism chutia,2
flavia and neha does not know abcd of law talking non sense,1
what can estranged indian husbands do i object to see his name as il he is not murderer he was treated as criminal for dowry if indian ca gi justice to husbands they will take justice their hands,1
bhai i hate bollywood,1
my problem was the way he eered class random senior eering juniors class and asking to change the seats bosdk ye bada chuthiyapa hein,0
that s modafuking hago app ad,0
tv news channels now a days are just mea for eertainme news channels should be independe and ha no influence of anyone to function properly i ha already boycotted news channels from last years and know many people ha e so unless people who like to hear useless or masala made news it would be really nice if mr arnab would use his tale to highlight and expose the real hidden issues of our coury lost complete faith in media except few youtubers who still does their job with honesty bringing out truth in public what ms roy has said all started judging her but what our honorable prime minister said no media would ha er bothered to debate on that matter hope all remembers urban naxal etc,0
looking at arunditi roy closely just now she looks like indra gandhi maybe nehru was playing away and another bitch ga birth to try and destroy india,0
left gali nhi hai i am a proud leftist like bhagat singh,0
what the heck is this movie weirdest er movie,0
someone should file case against arundhuti kutti sisodiya and gandhis tukde tukde ha so many lawers like bhusn rajiv dhavn are koonfu kutte,0
for me were movie failed is just some scene were ry flawed a senior coming io class changing seats it s hilarious in class it s not possible and eering ladies hostel what if some girls were in their privacy but movie did good in nd half for me and in first half both telugu and hindi mostly hindi rsion fight sequence were really bad he is hitting someone and eryone just looking like that en the one who is getting the beating it looked ry much staged,0
woww u guys r so hot,0
i think arun dhoti should changed her name kumfhu gadhi,1
you happy now if you happy no problem t thinking for nasir ok i will respect you i wa to married you if you wa call me my what s app number but if you wa me t think nasir i like you really you are so beautiful,0
many people try to let you know the discrimination in the law based on religion regarding the provision to grand indian citizens ship for other nationalities why can t you understand mr urneb gosami and react genuine why educated people react like this it s so sad feel pity on those,0
jihadis christian missionary urban naxals all are coming together to lie fool one writes garbage in wapo nyt other promotes on social media rd gi cor fire through lawyers ndtv studios,0
let me watch the trailer today then i will decide to watch,0
nope that was wrong not best,0
they can gi their name but indian are smarter than those we need progressi india,0
i regret for commeing on your review of movie period end of seence somehow becoming a part of your another video by giving you genuine coe i was fool enough to be actually a liberal not to judge anyone based on their political ideology this review of yours confirms that either you are also toxic man who might ha beaten women or you are supporting movie only because some ai modi people criticized it this reason is en worst moreor being a feminist or liberal has nothing to do with political party or ideology i am proud liberal feminist who t support extremists or separatist who support afzal or burhan as well as another bunch of extremist like you who will defend en a rapist may be just to be ai feminist shame on you for supporting a character who is kissing misusing a fresher without her conse but at the end he is shown as true lor people like this are main reason behind rapes domestic violence it s supporter like you are also part of it people like you are biggest hypocrite because you people will start blabbering about sanskar after watching more shorts or veere di wedding but proudly defend a toxic masculinity character if you are really honest person then just for few minutes imagine a senior of your sister treating her like this in the name of lo will you let your sister to marry him at the end if she tells you that she is sorry for all this toxicity do answer if you will really be comfortable making movie on such character glorifying it are two differe thing,2
all homosexuals are paedophiles according to the bible genesis we t wa paedophiles in indian army bible is true word god burned all homosexuals with fire and brimstone i agree with major vipin maybe god trying to warn indians through major vipin that be careful before god destroy indian army because god s angry on homosexuals forer,0
waiting for these tight slap to feminsts they deser kjo type lo story kabir singh best of k after uri,2
lallaop hidden army of bjp,0
this time i agree with you prateek,0
amazing new video www youtube com watch v s g w ntcvq app desktop www youtube com watch v s g w ntcvq app desktop,0
you are right bro all most super dailog,0
savdhaan india me most of the victims of domestic violence are men and women misuse their rights which were shown in most of the episode of savdhaan india which are based on true es,0
vry well e jahangir,0
freedom doesn t gi right to promote violence which arundhiti trying to do openly,0
vipul bisht that too i guessed ramadhir was to he could ha been to at that time s,0
shwetabh ya you can try glass bottles for water abhi i m also using the plastic ones but i m soon going to replace it and m happy thinking about this so thought of suggesting you too,0
the same pois can be levied on the video games cause violence debate which ha been debunked by various studies effect of art on people is there but not in a significa way generally what happens is people relate to behaviors they already ha in cinema and not that they get thier behavior from cinema that s the issue not the other way around,0
k feminist and librandus disliked this video so far,0
any bastards can enumerate themselves as arundhati roy s husband,2
she is christan by religion n she do like if hindu unite in india,0
let s drink femnists and liberals tears,1
true one of the best,0
ilo you i kis you i kis you,0
brother please emphasize on review,0
at best this a shouting match a ry debased debate of the mindless,0
make a video on curre political scenareo as u are finding reality in a movie then you must ha your thoughts on real issue of india modi and modi bhakti i know u wo make video on this and i know why u wo make it i can understand,0
singh teotia yea bro dogs are lob,0
just shift del all this bullshits only perform caa npr and nrc and create job for indian citizens why we tolerate this non senses and giving them our tax money to flarish in india,0
your commes eigjakli rait,0
she looks like a retired harlot,1
i request to people please do not watch this channel cause this channel s father is rss rss is communal organization,0
i ha been trying to explain the same to some of my friends this movie was full of shit i totally agree with you sir i t understand when will people of india start using their mind,1
absolutely right great video,0
it s not a movie it s totally randapa,1
bhai main inn feminist ne hamari gornme ke law ko rewrite karwa diya aur abh rape case can only be sued against men not women,1
what a mad women is kasthuri,0
i t agree with you pratik brother i t think movie itni acchi hai iss movie mai shahid ka character itna wieard dikhaya gaya hai itni gandhi tarah usko prese kiya gaya hai how can u say that this movie is awesome that s my opinion i think udta punjab is much better than this movie in this movie he is alcoholic womanizer drugs addict psyco clumsy and at the same time he is unirsity topper best football player docter wow this is too much for first time i t like your review not agree with u,1
could someone please translate this matter io english i would like to know what this man did to take renge,0
yya you are absolutely right i think ayushmann is the only logical person who selects the best scripts,0
www youtube com watch v n zmfqmzos t m s lit,0
so true brother ek dum sahi bola inn fucking feminists ke dhaaajiyaan uddaa di nee,2
likins maybe they should ha made it like arjun reddy remake but with a twist that would sound so ieresting,0
only royal enfield cigarette companies and liquor companies are benefited from this movie,0
erybody knows arnab is paid moron so only sangi s supporting him,0
i lo you guys,0
someone understand the problem its true both boys and girls are influenced instead working on their life they only daydream or are more focused about their romaic life n making tik tok,0
i actually found ryan reynold s definitely maybe to be a more realistic lo story than kabir singh,0
shwetabh bhai should be declared as the person of national importance,0
ranu mondol should b corol when she talk don t b ungreatful b positi nd humble,1
plz review article movie,0
singh okay i need an honest long distance boyfriend,0
also veere di wedding fake feminist piece of shit,0
dislikes from bollywood actors and actress,0
my relatis ha been through this bullshit mohs ago ner again,1
hahaha who is that wannabe kasturi fake acce,0
brother please do videos in english missing mensutra,0
who the fake is arundhati roy who is she i will murder her what she started doing,0
please completely review sacred games both seasons,0
kabir shing jese movie social harming movie,0
ha ha lo this t shirt,0
break the chains dude,0
so fanny next video,0
what is feminist and liberal and who they are what is excatly meaning,0
chutiya movie doesn t sense,0
n if people like sanjay leela bhansali makes a movie like devdas where the protagonist not only destroys but kills himself by ioxication is admired greatly by the so called critics by describing wht a lel of loving someone,1
can any lawyer watching this do a pil ms arundhati suzanna roy scared to use her full name,0
ranu mandal is third class woman no woman no manners she is not singer omly begger ungateful woman she does not know about the abcd of the music,2
www youtube com watch v n zmfqmzos t m s real story bollywood logics,0
lo u bro keep it up,0
may i help you,0
you are great sir when a i saw a movie first of all i saw your review then iwatch the movie,0
iii mllllllm mdxfvb o lplppi,0
osm dio keep it up make more dios like this,0
what the fuck was this i respect shwetabh and i ha been watching his videos for quite a long time but this review was shit nobody was to watch the movie for reality or blah you do watch movies for inspiration you would rather read books and biographies yes its true that some people are getting influenced and doing all shitty fuckery but just think anyone who takes this movie seriouslyis already a chutiya and you do go to theatre in india for some reality shit and if u really seek reality and logical scripts and characters without plotholes and all then you would be watching so i think you just made this for views cause theres no need for this so called raw review and one thing you acted like u forgot the movie name like seriously you know the whole story and you pronounced this orhyped mess wrongly oh common,0
concerned authorities should bring arundathi roy and other these type of people before the law of the land for giving ai national statemes,0
it seems like these people wa to be famous nothing more they t care if people die by their hateful talks,0
best topic for law studes,0
en when was unaware that preeti is having his son he was ready to accept other s baby and was ready to gi his name though that was his baby but still he was ready to accept preeti en after thinking she has sex with other guy and feminists would not see this,1
very well said dude totally agree,0
sain exactly t we just go to see a movie to comprehend what the director and the story telling has to offer it s about understanding the movie not making all the things shown in the movie to the heart,1
our role model shwetabh kabir,0
luck well i am from haryana a small city called hisar you can gi me your number if u wa but frankly i will not gi you mine i would like you as a friend if you would like we can chat on facebook though,0
she best arbitrator in kamatipura sonargachi area settlemes,0
yeah man fuck bollywood and become mature in real life,0
it calls uneducated person means unexpected behavior thoko like,1
sahi kaha logic lel bollywood,0
its not good i think its all dimaghi keeda being a gay or lesbian,0
giving the movie review of super,0
saurabh dwidi sir i appreciate you for maiaining neutral view of poi as for now we ha two media one modi loving and nd is modi hating but you are neutral,0
why can t the indian gornme take serious actions to those who talk against the nation or anyone who invold in instigating any sort of violence or disturbing the peace of the nation freedom of speech doesn t allow anyone to go ai national this bitch arundhati roy has already gin such statemes that are ai national on numerous occasions but she is still living freely it s high time for the gornme to pass a law against these bastards it doesn t matter who you are,0
exactly that was x better than shitty,0
feminism means equality not discrimination first you should learn about this go and study about feminism,2
will blockbuster kabir yes like no comme all the best shahid ji from rebal star prabhas fans,0
full support bro keep it up,0
i literally cannot imagine a scenario where i d be watching coe from this channel lea alone penning down a comme i personally abhor this propaganda infused right wing program and ha reported it multiple times it s in the best ierest of the nation if it ceases to exist from the digital platforms and is confined to television only nertheless needed to get certain thoughts off of my chest so here goes stop broadcasting these staged debates that resemble poorly produced b grade flicks at best the background score during the iro the participas who are more like the bickering neighborhood auies than dignified panelists etc stink of sub standard nonsense stop fooling the public instead of all this nonsense why the hell can t you show how the pm and home minister ha successfully confused the nation and are literally behaving like clueless self coradicting juniles with a few days left for our nation is yet to orcome the confines of religion i had high hopes for my coury and had started believing that we would achie great heights in the field of science and technology that would put us in the big leagues but no we are all weighed down by this archaic concept read religion and ha ensured that progress is a goal that is quite far from our reaches a note to republic tv instead of showing all this nonsense about ai nationals lutyens and what not please focus on key items that are deterring our nation unemployme poor economy etc the mass does not care about the sub standard reporting you do on these ridiculous theories they wa some concrete information that the news channels alone can provide,0
i was waiting for it very honest opinion,0
you are right broo thanks,0
she is castigating our citizens to direspect our coury and its law who kys ga her booker prize she is mocking and insulting our coury and behaving like wicked and crafty woolf shame on you you wamphi q chutyapi kar rahi ho jai hnind jay jagat,0
watch this amazing video www youtube com watch v s g w ntcvq app desktop www youtube com watch v s g w ntcvq app desktop,0
too much spoiler change title,0
but can you catch them no if yes fial complian agaist them in court and punish then and put them in jail but you ca this is the fact she is the danderous lady and you are helpless court are reluktu to punish them,0
by the way i myself being a st ceury modern girl i did not watch four more shots as i found the trailer and the ierviews of the cast ry disturbing feminism is losing it s real agenda i e equality of gender but becoming an advocate of all sort of sexual shit feminism is much more than sexual freedom i request all my fellow girls to not get carried away by such ideas,1
ranu is a bad girl,0
looks like a ghost real conjuring,1
the world needs more men like you,0
borade just saw mins of the video you recommend and seems like you write your own dictionary sorry but i would be following other dictionaries like cambridge and merriam webster,1
the whole bollywood premise is showing a life people dream about and not realism it s a form of escapism from reality,0
salute to you sir great thinking,0
watch this song awesome youtu be ax ml q,0
very ry nice bor,0
i had head ache during this movie and also post movie i simply hated the movie completely disagreed and indigestible plot people were like how can u dislike the movie whereas i m shocked what is there to be liked except the songs,2
good job plz sub,0
weren t you a liberal yourself,0
that is why i like amir khan,0
best film for sahid kapoor,0
if you are a man then you are a fool of india now women are fighting for men do you know that,1
this meally ill lady is a barking street dog whose ieions to pull people s atteion that she is ali,0
ram raja she is a female dog who can t en keep a husband married and separated twice because she likes to sleep around,2
manjee chakshu ji nd akhil ji fab,0
totally agree with ur pois bro nd haters must ha girts to couer these pois if they can t then they must shut their fuckin mouths rather than vomiting diarrhoea against d movie if they doesn t wa to watch d movie then who is forcing them,2
all of you r jealous of ranu mondal you ha no education bt we support ranu ji fr her tale we ner ierfare her personal issues we lo her devine voice dats it,0
hi pratik hope you are doing well call it a coincidence or anything i came across a designer liberal page criticising kabir singh for misogyny frankly speaking i ha seen only arjun reddy and i was unable to find single trace of misogyny anywhere if these people were so concerned about women there will call out real tharkis in our coury but anyway they like veere di wedding and more shots please so better neglect them and let them whine like babies lod the couple arjun and deepthi kabir and priti movie is top class keep up the good work,1
kabir one of the best lo story dil se jud gayi movie,0
shadaa by diljit dosanjh review please,0
you are talking real sense bro,0
one word for u bhaad me jaa chudail,2
wow pratik sir u r analysis really superb hope more people like u exists in bollywood critics fk those paid critics nd pseudo femmies nd commies,1
mensutra is the leader of youth thnx for your coribution to our indian society,0
arundhati roy has biggest bowls,1
lal good morning ji,0
please do a fan meetup we wa to meet you in person there are many community ceres in and near saket that you can book for same,0
how can u talk for so much time and u looking just at the camera which means it s like talking to yourself,0
finally i can legally call indians gay,0
as per arundhati she should gi her name as kung fu kutiya and she should keep practicing balancing tooth brushes on her nipples god of small things that is all she is worth for they roy kavita krishnan shehla rashid should re apartmes in hira mandi,0
ayushmann khurana nawazuddin siddique rajkumar rao are really good actors,0
ya gay person ner like girls but they won t going io violence against girls ur approach is eirely wrong man,0
no means no awesome sarcasm,0
shahid he is good actor better then khan s so we are all just encourage don t negati be positi prabhas shahid one of the greatest friends so i m just supporting i m member of prabhas fans association eagerly waiting for shad s of saaho just waiting all,0
i think you are one of the most honest youtubers on the platform respect,0
all hutiyas one side and swetabh one side,1
gi the fake name and fake details and you will end up being unable to vote nor open bank accou nor apply for any social benefits,0
to moto chele a rakom ma der chere dei tar pare ninda kare i heat you,2
nice msg in end awesome video,0
yes i saw in reality how protecti lesbian girl is when it comes to her girlfriend salute to that girls lgbt rocks,0
iam a medical stude and we gi atleast hrs for subjects there is nothing like personal life in medical field for the sake of paties you ha to sacrifice your personal life,0
she is a drug adict n dinner girl of billionaire,0
these meal congress paid leftist so call iellectuals thinking hindustan is a jock these group will be behind bar or will be eliminated before just wait this govt will not spare,0
kabir most orrated movie,0
hit like if you lo ayushmann khurana,0
ha u watched idiots omg queen parmanu bajrangi bhaijaan sultan dangal padman etc better try to watch these good movies and remo ur negativity about bollywood,0
best and well studied review bro,0
totally agree bro specially for army and for coury security,0
who is watching this after india beat afganistan in world cup,0
extremely sad ry ry tragic,0
i hat ranu mondal,2
sucharita tyagi is awesome,0
sucharita tyagi is chutiya critic,2
at www youtube com watch v j j sssp yq t m s this is what i said to my father after th,0
pseudo liberals are themsels too much iolera,0
good job e by this man,0
your voice is ry sweet,0
ya he is the only who talks sense on you tube,0
it s good video but not good to murder of female,0
www bbc com marathi india,0
this movie is really great,0
i saw arjun reddy i am not a liberal or a feminist but it is my opinion i saw arjun reddy yesterday on amazon and for one i had to pause whener character speak bcoz d subtitles were too fast i did ha time to read the whole thing secondly i did like arjun ka character womzaniser drug addict alcoholic and ry abusi thirdly by saying i like thia girl in particular clothing and then going from class to class plus the girl s hostel and giving it the name of lo isn t lo at all and it s creepy like srk chasing after kajol in ddlj fourth poi after repeated pleas by his pares he still drinks and smokes he was shown in a negati light but atleast there was a courtroom scene and he is proud to say that while he was high none of his paties died seriously he slapped a girl when it was expected at all he was ry regressi not only regressi but spoilt unapoligetoc and obnoxious one time watch but yet inspite all this i could see the effort made by the makers good effo i didnt say great film there wasnt anything great about the film arjun reddy was as my teacher would say a spineless jellyfish,2
this lady from bjp is crazy this is how u react man such a foolish and ignora lady,0
i just lo how two women shout or each other about another women,0
feminists liberals are curse to humanity,2
i hate these faminisim they t know en the meaning of it and called themsels feminist real woman t care of them,2
all the libtard reviews are like no woman should watch the movie no one should like the movie if anyone likes the movie they are a terrible person en if they are not outrightly saying those statemes that is exactly what they are implying they t care about the s of thousands of women who come out of the theaters saying they lod the movie because they are wrong and only the liberal feminist poi of view is the absolute truth,1
toy story review sir please,0
