prepro,encoding
why doesn t raw or ib bump off such people,0
pity these na retarded females like a roy,2
you are absolutely right dada,0
supporters of pak n chaina,0
once again off the mark its not necessary to look at erything from a feminist or libtard viewpoi grow up call a spade a spade what the makers are trying to do as films mostly do is glorify violence sex and crime they wa to shock you and awe you the lead actor is performing obscene and irresponsible actions you might just enjoy the ride but such movies impact the juenile mind adrsely the innumerable rapes and acid attacks happen to women by such committed lors no,2
i watched uil the sex threat at the knife poi scene couldn t take any more deleted it,0
positi the fact that you do not answer all the argumes that you ha no research to back your answers that you use personal attacks accusations and insults that you flee from the situation all poi out to the fact that you ha lost the argume,2
sir something about new joker movie plzzzzzz,0
amazing video true nyc thought,0
and video shows that ery criminal has right to crime because we re born criminal and if we re agreed to become criminal than it s god decision,0
so then why he signed the movie,1
you re watching the movie in a completely negati way i get it that it does ha a negati impact but you re not giving a balanced analysis,1
eagerly waiting for this,0
airhosess www youtube com results search query airhosess,0
if she is not a reside of india why is a foreigner not charged with a crime for inciting lawlessness,0
is it not odd that us reactionary press like ny times idolizes low iq theocrats likeroy whom they hate when it comes toisrael but lo her when she spews nom against black skinned hindus she is a bootlicker of the white man,2
to see toxic relationship please watch malayalam movies uyare ishq,0
nikita tiwari hey miss nikita are you one of them who is lesbo and wa to join army or in your fmly any member is there who is gay my middle finger salutes you thnks for commeing,1
i am always against feminism i only watch one epi of more shots its nut and only produce sex hg else i m not against sex but the way represeed i just hate well u did more r and d on this anyway good hehe,2
it was shit from the trailer itself thank god atleast you got reformed,0
i am gay and proud of it,0
yeah but some people take movies seriously and try to adapt to the character of the protagonist,0
he was not womanizer he was destroyed inside ry angry when that girl having fiance having sex with another boy then feminists t ha problem,2
undercor rock stars they depicts the reality of dark societies but kabir singh is a complete imaginary character,0
immediate arrest her who ga her prize redicuous,2
i m a lesbian too nice video,0
real man is someone who has purpose in his life purpose makes our lis meaningful,0
great videos per day,0
vipul bisht that too i guessed ramadhir was to he could ha been to at that time s,0
you are right bro,0
u boys are so cute,0
madarchod army is not a kids playground,0
world little bit or,0
me laughing like your profile pic,0
great man good justification of the movie,0
what his is not a shouting match,0
this woman is terror for any coury she t deser to be in india,0
i support it and thanks subprime court,0
sir i ha not started the video yet but i know you will be right and i also know what u are going to say so thank u for not caring about subs and likes but more about our belod india jai hind,0
lo you pratik bhai,0
arundhati roy is a gr writer arnab pl d mislead the public,0
t r p republic tv,0
chup madarchod i always supported you but this tym you are wrong,2
thanks for raw anylisis,0
lo has no gender,0
what big writer she should be kicked out of coury,2
thats right ekdam sai kiya isne,0
true kabir is a big chutiya movie,2
don t use inflated words,1
i ha watched this movie yesterday i t feel anything wrong but the way approaches priti was not good,1
it s a weapon to woman to legally abuse a man without the woman getting in trouble with the law for abuse is the politicians so desperate about making lo to woman that they will put up with this kind of law,1
he should ha also killed that bitch,2
sir i lod watching your videos i was a regular viewer but please stop making these things personal you are a reviewer these things are not expected from you i m not a feminist but respecting a woman is not what comes under any feminism respecting another human is knows as humanity not feminism i m not getting personal because of this movie i hope you t too en i hate so called feminists but it s not about that it s basic sir i hope you get it i m a medical stude woman who will become a doctor ha to ha strength she didn t lo is supposed to gi us strength not the way it made him feel depressed it was toxic for him too,0
send the imported echo chambers to jails for being ai national,0
www youtube com watch v j j sssp yq t m s what a sarcastic explanation,0
the issue is some audiences eg europe do not celebrity worship the actor who played ss nazi in schindler list unlike indian audience that hero worship ranvir singh as khilji or terrorist drug addict ranbir as sanju now this vile misogynist rapist druggged alcoholic in singh uil a major audience and culture treat women equally these characters must be abused in reviews,2
ajay kumar gupta thank you,0
the main poi of the movie was about a guy with anger issues who is unable to mo on from someone whom he truly lod they are separated because of the prevailing stereotypes sandeep reddy vanga has studied psychology himself and he beautifully preseed a story about a brillia and iellige surgeon s downfall and his resurgence the scene where he doesn t wa to plead not guilty because his professionalism is the only thing his father respected about him is ry emotional and brings out the good nature of kabir arjun but liberals ko ye nahi dikhega we li in a coury where stude life in college is shown in expensi cars flashy dance numbers with all the studes looking like they just finished fhm or maxim photoshoot but despise a film about a true and genuine lo story,1
kabirtard dislike the video,0
men and women are created for each other homosexuality is wrong it wrong it is considered a sin in many religions delhi is not the only place in the coury i am sure rest of the indians do support homosexuality those people in the video probably supported coz camera is on why did god create opposite gender for ery living creature on earth,0
don t drag liberals io this fake feminists are against this these fake feminists may ideify themsels as liberals but this isn t what liberalisation is about i m a liberal and i enjoyed the movie ry much according to me this movie is the best movie after endgame of,2
all is because of pratik sir as people listened him instead instead of fake and biased critics and made that movies a superhit which were liked by him,0
article tashke file mulk super uri some dece movies,0
ry sexi gal s pori moni,0
that s why i ner watch these kind of movies i watched andhadhoon nil batey sannata maanjhi ankur aroroa murder case etc,0
i think only gays and lesbians are legal now rule of u n i v e r s e has been changed now male and female relationship is illegal now u n i v e r s e says on this planet this new system has been launched no sexual crime like rape will occur in this new system every gay and every lesbian will enjoy their sex life like kissing,0
u r inspiration i work eryday because of u,0
when u ha an iellige reviewer lo u,0
a perfect slap on femenists,2
i am not a fan but i think you are stretching it too much according to you movies and tv series like godfather peaky blinders should ner ha been made as they glorify violence evrything shouldn t be connected to message and all it s irritating akshya kumar is doing it nowadays and it s so fucking irritating,2
i like this movie,0
i was expecting this from u i ha seen this movie but i was waiting for ur views,0
iii mllllllm mdxfvb o lplppi,0
gays are not villains,0
arnab can not take it truth,0
u just read it wrong,0
as always u always nailed again,0
rajdeep is such a shame such a spineless person,2
gov should provide some incei to enroll in npr nrc and magically this act will become ppl friendly,0
rajdeep always support communist gang now india seeing a true face of left liberal gang like arundhti roy or irfan habib,2
wrong message for youth fight do be a coward,1
there just problem with the movie and where i think feminists are right that how their lo started for ex st kiss,0
the captain war was terrible generic garbage,1
www youtube com watch v dctvge p a t m s aita best chilo,0
feminists liberals are curse to humanity,2
akshay kumar pe video banao that how he s making fool of public by making patriotic movies,2
sucharita is saying its a bad muv so now it s a must watch film take this sucharita randi,0
rajdeep true journalist not like ravish kumar or arnab goswami both are same first one leftists other one is rightist but only rajdeep t take side he is true journalist,0
kabir singh mc film,2
i suddenly remember why i t watch these debates anymore minutes through and was bestowed with headache and irritation don t know about naming oneself kung fu kutha but did hear a lot of barking and a lot less reasoning why can t my dear fellow indians figure out a way to debate in a peaceful manner in fact this suspiciously feels like ieional to throw the reason out in the ruckus i once watched a debate between bill nye and ken ham about evolution vs creation and it is the most peaceful debate i er watched on such a sensiti topic if they can do it why can t you dear fellow indians who are supposedly known for immense spiritual resources this is shameful,0
the problem isn t about viewing this film logically or emotionally the problem lies in the portrayal of the male character the writer waed to show that kabir singh is aggressi that s okay but it s not okay to glorify that behaviour when he dominates or a girl doesn t respect her privacy and literally thinks that what er he does is right and all those actions are not condemned is where the writer goes wrong,1
erything thing was on poi awesome video,0
i m your big fan,0
mr aindra chakraborty is god for ranu mondal,0
swapnil jagtap i think so,0
seriously so sad to say but tatti movie,0
i was thinking kind of same thing after seeing this mvie i d knw why many people r loving this character of considering him real lor though the character is really harsh and unreal meally sick totally orrated mvie,0
pandey these guys t know meaning of feminism in simple words it means equality we are not property of anyone thank you,1
you should agree or disagree not judge and i t agree with feminists,0
this is not a review,0
ai national blood runs inside this witch s ins since decades nothing new let s kick her butt once n for all,2
but muslims in india are safe govt just blocked outside ery of muslims to india what s wrong in that,0
the moderator sucked incompete,0
honestly speaking japanese anime are motivating and gis me life lessons than this garbage bollywood movies,2
do a review of joker and effect of meal health due to degrading social structure,0
if get right answers then arnab saying ayk minute or one minute,0
hahaha who is that wannabe kasturi fake acce,0
well said arnab well sais madhu kishwar well said nupur i guess it s time we stop giving this fringe lunatic and fake liberal leftist this woman called arundhati roy any media atteion erything about her is so fake that i feel that she does erything only for media atteion,0
simple we are taking about sexual equality so after instigation police can arrested male member but if case found false than female should be punished,0
if you can see this man always emphasises on one thing that is to be rational in ery situation,0
can you make review on movie pk,0
way to go i salute you the indian republic and so called democracy cannot gi justice to men they wa to pamper women and make men slas this is the only answer let women get a taste of suffering,0
who goes directly end of the video to check the raring,0
lo this video most amazing er seen on yotube well done,0
nice video vary good dada,0
arrey yaar his professio al life is gone suspended so en after yrs no big hospital would hire him is that of no consequence his was lucky to be ali after messing up his health his family kicks him out no consequences,0
mensutra also need to understand it is just a movie hehe,0
i had to left movie before ierval it was craving of cigarette,0
homosexual as i saw in buses and movies clapping and dancing its not for army army represe our coury and i m with general sir,0
who passed this film to release,0
chia wala and rss has give arnab gobar swami to decide u is nationlist and anti national ce ificate no debate on economic jobs any good thing india no bias news channel no godi media,0
arnab please stop crying please gi them appropriate time to speak t take more then debaters i am completely agree with you that such people are demolishing indian history we must expose them,0
bro i didn t watch any part of toy story series yet but i m excited for toy story so should i go for it or not,0
this lady doesn t en know that a term in india lasts for years not years saali america de yaha hero banne ke liye aayi hai that s where the term is for years,0
iam still not watching this movie,0
you did talk too much brother about liberals n you sounded like extremist but i agree about the movie i lod that movie,1
mission mangal is arage you ner feel sort of science in it just sold nationalism see first man or martian,0
this guy is mad ha no basic understanding,1
incredible brother you are right,0
you changed your channel name,0
hit like if you lo ayushmann khurana,0
v r with modiji,0
why would you care to explain,0
bro please do review on joker movie,0
she lo ere di dding,0
www youtube com watch v n zmfqmzos t m s i can t stop laughing,0
she telling to gi the fake information it shows her misguiding the people s,0
she is kung fu kuttiyaa lol,0
superb pratik sir nice for this review,0
freedom doesn t gi right to promote violence which arundhiti trying to do openly,0
i totally agree on all the pois highlighted by u sir but i would like to add a poi according to me the movie exhibits why one shouldn t be like it unils how a person looses erything he los just bcoz of his attitude and rerts only after slight improme in hid attitude,1
but what she is doing invites instigation and her arrest at the earliest,0
godi media shut up,0
time has come for total economic boycott of muslims t buy from them either goods or services there duality of thoughts and actions should not be orlooked anymore,2
who the fuck told that stupid asshole that lgbt is not our culture it was always our culture go read the vedas it didn t come from outside of india it was just banned by a jerk of king in britain in some th ceury and the only thing happened in western culture was that they remod the law and accepted it earlier than us who here are not en ready to talk about the topic they first brought the law and they first remod the law but the people in our coury t en know what s our culture bc mc saale,2
homosexual will not allow in army becoz homosexuality is one of the major coz of sexual diseases,0
thanks my dear friend,0
what they were doing in the beginning of the video is ry natural and cultural this pros how pathetic and uneducated this coury is grow up asswholes or simply ask britishers to come back and educate you stupid snake charmers,1
sir like your reaction and your views,0
it s all ry well about gay rights and gay marriage but where the problem lies is there access to kids is coming closer and that s not right i m not racist against blacks or gays but where i do feel strongly is they should not be left around kids it s just my opinion and i t think i m too far wrong,0
i lo ur reviews but i feel u r biased about its has many things ehich r unacceptable though u han t highlighted it sir,1
bestreviewer www youtube com results search query bestreviewer logical www youtube com results search query logical these feminists and liberals are immature t know why do they go to watch adult movies when they are not matured,1
thanks bro for support,0
kill all those womens who file faje rape and dowry cases,1
hate ads between video,1
you are dumb if you think that nation building is the responsibility of the people of the nation if they are getting influenced by films and doing wrong thing the problem is with them not the movie,0
this is the best thing a man can gi on womens day he should be awarded on the men days,0
you committed crime being born as man,2
i m also a single lesbian,0
disse with decency wrong logic of this lawyer shankar ms,0
yes sahi bola gay in right,0
idoits taare zameen paar these too movie is my favourite,0
so why t you become a direction be the one whom you wa the world to be,0
god bless the husband what is the poi of the courts the law and the police if you are drin to this fuck the a is a for projecting the woman how its gis the woman the legal right to abuse the man fuck such a law hang the law maker to put this a law io the legal system,2
kabir ending was ry powerful really did judged preethi en though she was prege that was true lo really it was kinda emotional scene,0
but can you catch them no if yes fial complian agaist them in court and punish then and put them in jail but you ca this is the fact she is the danderous lady and you are helpless court are reluktu to punish them,0
fuck you my fal and your face fuck youtube girld,2
looks like the libtards only get a hard on from toxic femininity in films where the woman hits men reject mens opinions destroy their relationships whore around drinking smoking getting off on drugs and sleep with multiple partners that s the empowerme that liberals wa,2
fuck off don t u day dare spread homophobia human race is not abt increasing progeny lo n compassion r the essence of humanity if u r iolera towards a section just bcoz of their sexuality then to hell with u,2
omg adv is of mins,0
ranu mondal you are right,0
a medico here hours daily study is must to pass annual exams in mbbs atleast,0
vamshi bommena lol must be wrong choice of girl then,0
bhai i wonder how shameless those people are ery attempt of theirs is failing like uri blockbuster despite they rejected kesari is a hit again going to superhit which they are defaming these librandus are failing miserably thank god bjp came to power nd time,2
that s exactly why i ner watched this movie,0
at best this a shouting match a ry debased debate of the mindless,0
it s good video but not good to murder of female,0
shwetabh ya you can try glass bottles for water abhi i m also using the plastic ones but i m soon going to replace it and m happy thinking about this so thought of suggesting you too,0
you are talking about sucharita,0
please bro speak in english,0
singh i agree with you he los turly so he kissed her infro of family members in her home what is respectable man to lo a women he accepted his ban coz he knew if he will not so the drinking habbit will coinue so it was a cler desion she slapped so right reason lefting her in someone else arms for night pleasure he could not get any information how she is where is she one of the looser act when kabir slapped her she can t talk her family for own marriage again here kabir is moron didn t send their family to cony if his family not agreed with this relationship so they both lea their home got court marriage simple fucking film,0
chandan roy sarfanguri is a great do kokorajhar b,0
so happy to hear this from you,0
stfu and hide in your burkha,1
most faastic review perfect,0
it is permission of conseed sex between two homosexual,0
it ain t wrong i ha a pet dog and he los me and my family better than anyone would,0
salute to this man,0
that s modafuking hago app ad,0
bad message and a bad film,1
make it short yar t need ur discussion and philosophy explained,0
gogoi is there any problem,0
so finally ranga is the real indian and not naushad and abdul kader good to hear that so dear naushad and abdul kaderif if you belie your ancestors could ha chosen pk for you then you are still free to try it to know your worth there and find what india was be loyal to the coury you are living in or mo to the coury you wa to be loyal with,0
super sir you really doing best work for youth thank you so much sir,0
totally agree with you sir,0
eryone arjun reddy or kabir singh partik sir four more shots or kabir singh,0
congratulations drink some soy milk beta male libtard,1
shots ere di wedding etc supports by feminists and liberals but not by you and movies like arjun reddy is supported by u but not by them actually both are wrong those webseries shows sex one night stand masturbation multiple partner as women empowerme which is completely wrong but here in kabir lo is justified thing in movie but slapping a girl being rebel womaniser highly alcoholic and pagalpan is also not good for indian audience to prese because this movie may show only true lo but in real life these lo turns out to be acid attack rape owner killing and suicide in most cases so ideally both type of cinemas are not good to support we are not learning or getting something from these kind of movies webseries,2
so called iellectuals ki mc,2
i lo your t shirt though,0
sardaror sikhs we respect because of their patriotism and protecting coury this is the time to show brary and support caa and to kick the ai national ai caa people nupur great orator and no body can stand before her,0
after this review i realised how big chutiya i was that i kept thinking that this was the one the best lo story bollywood ga us,0
this review is on,0
sucharita tyagi film companion,0
its not petrol its crime patrol,0
she doesn t know what is she saying she is half mad,2
man i wasn t talking about her i just giving you the answer of your theory on charcter study which is poiless,0
hv not watched kabir singh but i watched arjun reddy i liked it,0
yes bro you ar right,0
www youtube com watch v n zmfqmzos t m s savage lel,0
who cares what feminists says,0
i just lo how two women shout or each other about another women,0
watch shahid replying to a typical feminazi while movie promotion youtu be motbydqmr a if i start justifying character i ca be an actor i ha to play characters for their good and bad i ha to represe them honestly thats what acting is about otherwise im just waing people to like me thats what stardom is about acting is about being honest letting people hate you sometimes and its ok its importa,0
watched it what a brillia romaic movie after a long time ery actor has e justice to the character songs are soul of the movie,0
nrc at prese only applies to assam npr not stared or not completed,0
very ry ry ry good,0
i literally cannot imagine a scenario where i d be watching coe from this channel lea alone penning down a comme i personally abhor this propaganda infused right wing program and ha reported it multiple times it s in the best ierest of the nation if it ceases to exist from the digital platforms and is confined to television only nertheless needed to get certain thoughts off of my chest so here goes stop broadcasting these staged debates that resemble poorly produced b grade flicks at best the background score during the iro the participas who are more like the bickering neighborhood auies than dignified panelists etc stink of sub standard nonsense stop fooling the public instead of all this nonsense why the hell can t you show how the pm and home minister ha successfully confused the nation and are literally behaving like clueless self coradicting juniles with a few days left for our nation is yet to orcome the confines of religion i had high hopes for my coury and had started believing that we would achie great heights in the field of science and technology that would put us in the big leagues but no we are all weighed down by this archaic concept read religion and ha ensured that progress is a goal that is quite far from our reaches a note to republic tv instead of showing all this nonsense about ai nationals lutyens and what not please focus on key items that are deterring our nation unemployme poor economy etc the mass does not care about the sub standard reporting you do on these ridiculous theories they wa some concrete information that the news channels alone can provide,0
meena bible is the only word of god in this world that changes lis bible has built the most deloped couries of the west and has coributed to the progress in science and technology without bible there would be no scieific delopme and progress geeta has coributed to the misery and hopelessness that india shoes following geeta india has become a poor and non producti society if india accepts the true god yahweh jesus of the bible india will be deloped and prosperous i mean all of them not only few rich people but whole society will change because only jesus is the way to god the father and he is way to hean and only jesus gi salvation and eternal life,0
i m agree with you bro,0
committed suicide in comparison to married women whereas the same figures for the years and are and and for are and while there has been a lot of hue and cry for domestic violence against women with various studies being sponsored for studying the,0
www youtube com watch v n zmfqmzos t m s we people take it as romance,0
when she arundhati say these absurdly to name your self as kung fu kutta the shameless du studes are clapping and cheering,0
gr job it is the best way he could ha replied to his inlaws and pathetic law makers,1
please your mobile number sand me now,0
she is christan by religion n she do like if hindu unite in india,0
but bad massage are giving to socity by playing there characters ry well but on meaningless coes either they choose to do these characters they can choose other coes like article masan there are many youngers issue irrespecti of all these bullshit,0
exactly that was x better than shitty,0
don t use abusi language,0
why rajdeep can t criticism in arundhuti roy media ka dogalpan paid media,2
what a shame stop putting us in the wrong light we will never a kill a woman for loving a man bastards,1
army is only for real men and women i t understand why supreme court legalised it,0
khandayatray lol you are one of those people who are fed up with success of narendra modi despite your discomfort whole population of your kind is so ignora and hypocritical you can ha satisfaction that your comme got few likes nothing more than that nothing going to change you can cry shout yell but deep down inside you know that you are biggest loser,2
nothing is true about your stateme all the thing you ha said about feminism is not real those are called fake feminism first understand the difference between them this film promotes drug smoking and alcohol how can it be a good movie,2
trailer hi jhand tha bollywood is garbage except movies,1
thakur actually pratik is one of the few critics whom we can trust and he is leading the bollywood industry and audience in a good direction,0
like for kabir singh comme for ere di wedding,0
dodiya it s not about seeing from someone else s perspecti it s about understanding other s perspecti read this twice and think carefully,1
i wa to be a transwoman for my lo,0
kutte ki tarah pyar lol bc satya vachan although i will agree with that poi of putting item song in nationalism films also like seriously bc out of any other genre why item songs,0
i m not a liberal or a feminist i do none of the things meioned by the chap in the video but sorry to say kabir singh is an absolute bore really not sure what traditions kabir singh is promoting i t know what this chap is going on about,0
that is so so so true sir,0
viswambharan ieional meaning of this comme was is a surgeon doctor and he does strange things,0
nice msg in end awesome video,0
why does all arnab goswami shows transform io a shouting match,0
looks like ms kasturi has no idea on the law freedom of speech is differe than sedition defamation,0
my favorite video yrr,0
mujhe aaj pata chala itni faltugiri karte hai liberals feminists and ye more shots itni bakwas hai like seriously as a girl kitna bura laga mujhe ye sunke how the can show such things like all protagonists are girls but this is not at all what we will like if happens it s so cringy it s simply so wrong how can they take such things so casually i wonder who watches that,1
and yes movies do affect human behaviour especially if that human is an indian long back there was a case in australia where a man of indian desce was charged for stalking and harassing a woman he told the court that he lear all that from bollywood movies and the court on finding that bollywood does portray men and women in such a toxic manner buried him yes movies do affect our behaviour,1
iam from odisha state bhubaneswar iam specialist body massagboy msg me on whatsapp and call me now for,0
great work hatss of to u sir big fan of yours,0
in a min length program arnab consumed mins including ierruptions starting poi and short briefing on the matter he invited guest so the rest didn t got en min to speak he invited them to listen him,0
i t understand one thing the hypocrisy is so visible and yet how come so many iellectuals are acting like idots to defend all these created confusions and lies look at this panel too that chethan has absolutely no poi and yet comes here and keeps shouting erything other than a logic to support the kunfu kutha,0
actually sir you are eye opener for our society,0
i m a south indian i felt arjun reddy was a biggest crap movie i still wonder how that shit got remade io bollywood and en the original and remake rsions got critical acclaim like something is seriously wrong with this society and they are calling this garbage a cult classic,1
you should review joker,0
i m from pakistan koi pakistan se girl ho to wo mujhse coect kry but i m not lesbo bs bht sari dosti or thora thora pyar ho koi ho to ajao plzzz my dear friend,0
stupid ranu mandol i wish she go back to how she was u poor lady not kind,2
right brother i am bangladesh,0
i just hate this movie though i ha no hatred or doubt about shahid acting he really nailed his role but this kind of movie is not made for india bollywood is producing nothing just crap movies with a small pinch of lo they need to grow up en indians need to grow up too,1
pratik ya l wa to ask you something,0
she is joker ranu mandal,2
nupur plz come on yaar,0
sahu india is a failed state and so do nsa you ca scare us with your nazi gestapo crap,0
savage bro bt nowadays public getting proper knowledge they know wht do feminist and liberals,0
homosexuality is against nature thats all,2
i personally belie movies are mea for eertainme only so t take it too seriously,0
you talk like a child,0
i lo you to,0
shwetabh can you make a review on chhichhore it was a good movie but it will be great to see your take on it,0
this film about gay people is rubbish how could you come up with a horrific video like this shame on you,1
yes bollywood is waste i agree,0
thank god we are muslims otherswise we ha to face such a irritating law proud pakistani,1
this is irresponsible flawed filmmaking like raju hirani does ending is cherrypicked,0
dangal is the only movie which gis us a message that commitme and hardwork will bring us glory very inspirational movie,0
amina levy khan so is prests raping children,2
is the section number section in indian law which punish homosexuality,0
this lady is a bloody anti national throw het in bay f bengal with another s anti national mamta send kejriwal also as bonus,2
he knows that s why he is making this video and you are watching it and off course ery boy will like his girls like you always dislike this it is your feminism,2
rsd top journalist hats off,0
ery pla tree animal en bricks ha an ideification where did it come from how did it get here what s it s name they ha all been embraced ha coributed to the advanceme of the coury we human beings cannot walk around like a lafanga no name origin etc the world is moving fast if india is not ready to be part of the earth chaos will ensue the govt is doing what they were elected to do make every resident revelant how can they do this if they dont know who the f you are dont make the future generations null void,0
she should be in jail,0
what nonsense the illiterate people ha ethics the ones who are brainwashed with all the shit going arround in the world might be the ones who are physopaths but none with some sense like violence agains any kind so stop assuming bulshit,1
this girl should be raped,2
name will be kasturi shankar and they call jesus christ thats how wolfs cored with goat face,0
she is telling kutta n billa for the people who are ai caa ai ncr n ai npr,0
feminism should conrt to islam,2
i m following you from past years,0
arnab where ha u kept your spine dear is it in pm s office do some journalism man get well soon,0
worst was that despite knowing his drug drinking and anger problems his friend offers his sister for marriage lol apparely friends are more importa than blood relations that too for friend who anyway treats him like shit any dece brother wouldn t wa his sister to marry such a guy,1
are fucker holly ar fresh ki same,0
this video is made for people like you only,0
i m a liberal and i t do that i m tolera towards eryone that s all,0
feminism and rd wa feminism are two completely differe things rd wa feminism is all about attacking men and misandry and of course toxic masculinity exists no one can deny that rd wa feminism is basically toxic feminism they re the two sides of one coin,0
so much lo from nepal bro,0
please share the number,0
you are absolutely right brother i am agree with you we all support you,0
this video is for sucharita tyagi from film companion,0
hello partik just watched spider man far away from home i really didn t enjoyed it s not up to that mark it s released in new york city so just feel like to gi you review rest eryone has der own taste i didn t like it waste of time,0
this is the limit man how can someone openly say to gi wrong information to gornme and moreor some people are defending her on national television,0
i always follow this man s review,0
this guy doesn t en know meaning of liberal and fiminism,1
lel of observation and criticism,0
you are great sir when a i saw a movie first of all i saw your review then iwatch the movie,0
do not fall dark light on gays,0
haha what a joke u should not speak dude,0
brother poi is totally good,0
please call me i m waiting okay,0
peaks of hypocrisy but why,0
thanks bro for the video i really lo it,0
my friend had suggested me to watch arjun reddy the telugu rsion and after watching that i was really dissappoined with him for his selection as he said indians are chutiyas they take movies really serious,0
true review about film and fake librals too prateek sir keep it up the same honesty,0
fuckboy isn t good but a bully isn t either skewed feminism is dangerous and so is toxic masculinity i totally understand that you ha a lot of hatred for liberals n feminists which is justified coz of what a lot of them ha been propogating but not ery idea of feminism is wrong pratik bollywood has a history of showing these things cool that is my only problem with these characters i am all game for negati characters but i t like them being glorified making them look cool i won t en start with shots i didn t en like alia s aggresion in gully boy so it s not one sided as much as i enjoy your views on nationalism our history i didn t feel comfortable watching this,1
why is my commes censored this is how the divide begins,0
true bhaya true just subscribed baah i lod this video,0
this review is shit,1
to be honest your thinking is your own opinion it does not mean it is fact reality though i respect your opinion i think u shuld also learn to respect other opinions as well,1
this poor guy facing prison for someone creaction women should be rape burn and kill before the law take its cource once in the hands of law your to year fix for law tourcher on your famely,0
you r the best in the world,0
l like it ba ba ranu bi,0
due to this video i become ur fan bro i m subscribing ur channel,0
nice review brother lo you,0
ranu is ry bad,0
peoples now think i am good god mom my teacher swetabh gangwar,0
vedio starts at www youtube com watch v n zmfqmzos t m s,0
arnab its good to expose the pseudos hower nrc will be a big flop show as the bureaucracy is corrupt and they ll goof up the whole exercise i hower support caa as the people who took shelter in india due to religious persecution cannot go back especially hindus,0
we are proud of sohum shah to make such good choices and that actor reminds me of you,0
i still cannot belie and understand that who has made her a celebrity author and writer kind of language she is using against elected indian gornme under the guise of freedom of speech is a matter of great concern and shame to all of us,0
s this is what happen if a is not corolled man this nation is going in path of falling in pit of shit the young man lifes are in risk because of a beware before getting married marry good women not devil because devil will able to change face anything anywhere,1
i completely agree with u,0
problem is not the problem problem is your attitude about the problem jack sparrow,0
i t know such a boring movie left the theater after min,0
these people who talk about nrc are totally ignora please read and understand do you wa to li in a coury where there is no register of citizens assume if there is a benifit of a kind being distributed by the gornme to the citizens of india now where is the stand of billa ranga and kung fu kutta they get zilch you idiots think god has gin you the brains do listen to this arundhati kunf gu bitch,0
pori moni is best,0
very well said dude totally agree,0
fuck you pratik on your face,2
first time i lo ur video nd thought well said,0
madam the sick meality always sees negati in ery coe just like you we ca stop people thinking wrong in a positi movie its all about our decision and this is just a movie it ca be real eryone knows it except some like you,2
u re great sir today i ha watched kabir singh i agree with you being a woman,0
the mome i saw the trailer of the movie i knew i will not watch it,0
being straight is a choice then,0
your opinion exactly matches with my opinion when i ha seen arjun reddy original rsion of kabir singh it s the dumbest film lack of heroism,1
salute u for this,0
please sir make video on some pois on mangalayan movie good movie but some scenes shows radical feminism like touching private part of men beating men on metro etc,0
very nice review sir,0
i m only bisexual here,0
well e i am inspired you cinebap www youtube com results search query cinebap,0
it should not be allowed as in army there are army there are amny activities where they ha to li in the camps with no connection with there base camps like north east or some parts of j and k it homosexuality is allowed it will become more thn a disaster to our prestigious army as those people will also provoke others to indulge in the same jai hind,0
yes brother hidden sneaks are coming out now we are seeing who is who and what lets unite,0
you should research on what is feminism and feminazi rather than spreading your illogical views,1
fat shaming is good why not,1
real hero salute u,0
arundhathi roy is not part of india gazette should be published,0
arjun reddy better than kabit,0
you ha gone beyond limits this time pratik you should not talk about feminism and liberalism when you ha no idea of what it is i am surprised beyond anything to see the commes supporting your views and number of followers you ha below are the pois where feminists or a person of any gender with en a bit of a common sense are hurt when the lead actress is ner asked if she los in the movie according to you in our culture women are not supposed to be asked you can just impose whater you like on her forcing somebody for iercourse using a knife is a crime in our coury let alone the question of feminism in that scene and for your kind information liberals are not only the ones you meioned for example i am pretty sure that you consider nathuram godse a hero for killing father of the nation mahatma gandhi in such case you ll as well be considered liberal and so was nathuram godse so t go on spreading insanity you nai person just read more and expand your logical boundaries,2
that grey shirt guy looks like rapist,2
but movie is quite arage but better than lot of bollywood movies,0
bro i agree with u,0
message to all the bitches who think they can get away with miss use of a,2
similarly liberals also should stop bashing erything else it s a mutual coexistence and to be true liberals are hypocrites we saw liberals sile during sanju movie release now with kabir singh they ha problems so really can t trust their moti,1
u are great sir g,0
youtu be c lryevxeva,0
bro i m totally agreeing with you about bollywood it s totally motherfucking bullshit now about till minuted the movie was like hell but after then it s really true i m not saying is right but it s the truth of some real life,0
heros at its highest peak,0
yrrrr saurabh let the sardesai speak don t disturb him,0
its not good i think its all dimaghi keeda being a gay or lesbian,0
why a sane person may listen such a lady whose heart is like a pool of stagna dirty water breeding reptiles of mind,0
indians are easily influenced by these movies,0
well it s good to see all the citizens of the coury fighting against one another just like the old times before the britishers came and became masters of us took more than a hundred years to be free and now seems like we re gonna destroy one another with our bare hands without the help of british well e,0
indian army should not ha homosexuality because we should keep army pure,0
hello sir i am working in dubai my wife filed a false case against me and my family my wife uncle is a lawyer he guided her i t know what to do please help me sir,0
arujdati roy is a cocaine addict she s only doing it for money to buy more because she ran outta money such a pity take her to deaddiction cere,1
when you han t seen the movie and sad bucks to go watch joker instead profit,0
feminist is equal to chutiya,2
what rubbish episode ruscl,1
non sense ranu mandal i hate her now,2
